>999.S1,0
>673.S1,0
>0.S1,0
>1.S1,0
>2.S1,0
>3.S1,0
>4.S1,0
>5.S1,0
>6.S1,0
>8.S1,0
>9.S1,0
>10.S1,0
>11.S1,0
>12.S1,0
>13.S1,0
>14.S1,0
>15.S1,0
>16.S1,0
>17.S1,0
>18.S1,0
>19.S1,0
>20.S1,0
>21.S1,0
>22.S1,0
>23.S1,0
>24.S1,0
>25.S1,0
>26.S1,0
>28.S1,0
>29.S1,0
>30.S1,0
>31.S1,0
>32.S1,0
>33.S1,0
>34.S1,0
>35.S1,0
>36.S1,0
>37.S1,0
>38.S1,0
>39.S1,0
>40.S1,0
>41.S1,0
>42.S1,0
>43.S1,0
>44.S1,0
>45.S1,0
>46.S1,0
>47.S1,0
>48.S1,0
>49.S1,0
>50.S1,0
>51.S1,0
>52.S1,0
>53.S1,0
>54.S1,0
>55.S1,0
>56.S1,0
>57.S1,0
>58.S1,0
>59.S1,0
>60.S1,0
>61.S1,0
>62.S1,0
>63.S1,0
>64.S1,0
>65.S1,0
>66.S1,0
>67.S1,0
>68.S1,0
>69.S1,0
>70.S1,0
>71.S1,0
>72.S1,0
>73.S1,0
>74.S1,0
>75.S1,0
>76.S1,0
>77.S1,0
>78.S1,0
>79.S1,0
>80.S1,0
>81.S1,0
>82.S1,0
>83.S1,0
>84.S1,0
>85.S1,0
>86.S1,0
>87.S1,0
>88.S1,0
>89.S1,0
>90.S1,0
>91.S1,0
>92.S1,0
>93.S1,0
>94.S1,0
>95.S1,0
>96.S1,0
>97.S1,0
>99.S1,0
>448.S1,0
>100.S1,0
>101.S1,0
>102.S1,0
>103.S1,0
>104.S1,0
>105.S1,0
>106.S1,0
>107.S1,0
>108.S1,0
>110.S1,0
>111.S1,0
>112.S1,0
>113.S1,0
>864.S1,0
>114.S1,0
>115.S1,0
>116.S1,0
>117.S1,0
>118.S1,0
>119.S1,0
>120.S1,0
>121.S1,0
>122.S1,0
>123.S1,0
>124.S1,0
>125.S1,0
>126.S1,0
>127.S1,0
>128.S1,0
>129.S1,0
>130.S1,0
>131.S1,0
>132.S1,0
>133.S1,0
>134.S1,0
>135.S1,0
>137.S1,0
>138.S1,0
>139.S1,0
>140.S1,0
>141.S1,0
>142.S1,0
>143.S1,0
>144.S1,0
>145.S1,0
>146.S1,0
>148.S1,0
>149.S1,0
>150.S1,0
>151.S1,0
>152.S1,0
>153.S1,0
>154.S1,0
>155.S1,0
>156.S1,0
>157.S1,0
>158.S1,0
>159.S1,0
>160.S1,0
>161.S1,0
>162.S1,0
>163.S1,0
>164.S1,0
>166.S1,0
>167.S1,0
>168.S1,0
>169.S1,0
>170.S1,0
>171.S1,0
>173.S1,0
>174.S1,0
>175.S1,0
>176.S1,0
>177.S1,0
>178.S1,0
>179.S1,0
>180.S1,0
>181.S1,0
>183.S1,0
>184.S1,0
>185.S1,0
>186.S1,0
>187.S1,0
>188.S1,0
>189.S1,0
>190.S1,0
>191.S1,0
>192.S1,0
>193.S1,0
>194.S1,0
>195.S1,0
>196.S1,0
>198.S1,0
>199.S1,0
>200.S1,0
>201.S1,0
>203.S1,0
>204.S1,0
>205.S1,0
>206.S1,0
>207.S1,0
>208.S1,0
>209.S1,0
>210.S1,0
>211.S1,0
>212.S1,0
>213.S1,0
>214.S1,0
>215.S1,0
>216.S1,0
>217.S1,0
>218.S1,0
>219.S1,0
>220.S1,0
>221.S1,0
>222.S1,0
>223.S1,0
>224.S1,0
>225.S1,0
>226.S1,0
>227.S1,0
>228.S1,0
>229.S1,0
>230.S1,0
>231.S1,0
>232.S1,0
>233.S1,0
>234.S1,0
>235.S1,0
>236.S1,0
>237.S1,0
>238.S1,0
>239.S1,0
>240.S1,0
>241.S1,0
>243.S1,0
>244.S1,0
>245.S1,0
>246.S1,0
>247.S1,0
>248.S1,0
>249.S1,0
>250.S1,0
>251.S1,0
>252.S1,0
>253.S1,0
>254.S1,0
>255.S1,0
>256.S1,0
>257.S1,0
>258.S1,0
>259.S1,0
>260.S1,0
>261.S1,0
>262.S1,0
>263.S1,0
>264.S1,0
>265.S1,0
>266.S1,0
>267.S1,0
>268.S1,0
>269.S1,0
>270.S1,0
>271.S1,0
>272.S1,0
>273.S1,0
>274.S1,0
>275.S1,0
>276.S1,0
>277.S1,0
>278.S1,0
>279.S1,0
>280.S1,0
>281.S1,0
>282.S1,0
>283.S1,0
>284.S1,0
>285.S1,0
>286.S1,0
>287.S1,0
>288.S1,0
>290.S1,0
>291.S1,0
>292.S1,0
>293.S1,0
>294.S1,0
>295.S1,0
>461.S1,0
>242.S1,0
>772.S1,0
>428.S1,0
>296.S1,0
>297.S1,0
>299.S1,0
>300.S1,0
>301.S1,0
>302.S1,0
>303.S1,0
>304.S1,0
>305.S1,0
>306.S1,0
>307.S1,0
>308.S1,0
>309.S1,0
>310.S1,0
>311.S1,0
>312.S1,0
>313.S1,0
>314.S1,0
>315.S1,0
>316.S1,0
>317.S1,0
>318.S1,0
>319.S1,0
>320.S1,0
>321.S1,0
>322.S1,0
>323.S1,0
>325.S1,0
>326.S1,0
>327.S1,0
>328.S1,0
>329.S1,0
>330.S1,0
>331.S1,0
>332.S1,0
>333.S1,0
>334.S1,0
>336.S1,0
>337.S1,0
>338.S1,0
>339.S1,0
>340.S1,0
>341.S1,0
>342.S1,0
>344.S1,0
